posicao_ebt;nota;uf;nome_uf;municipio;populacao;total_pontos;nota_1
188;0;GO;Goiás;Piracanjuba;24768;0;0
188;0;GO;Goiás;Santa Bárbara de Goiás;6189;0;0
188;0;GO;Goiás;Santa Helena de Goiás;38188;0;0
188;0;GO;Goiás;Terezópolis de Goiás;7262;0;0
188;0;GO;Goiás;Vicentinópolis;8053;0;0
188;0;MA;Maranhão;Altamira do Maranhão;11699;0;0
188;0;MA;Maranhão;Boa Vista do Gurupi;8816;0;0
188;0;MA;Maranhão;Bom Lugar;15655;0;0
188;0;MA;Maranhão;Carutapera;23021;0;0
188;0;MA;Maranhão;Coelho Neto;48078;0;0
188;0;MA;Maranhão;Fortaleza dos Nogueiras;12360;0;0
188;0;MA;Maranhão;Jenipapo dos Vieiras;16015;0;0
188;0;MA;Maranhão;João Lisboa;23338;0;0
188;0;MA;Maranhão;Lago da Pedra;48511;0;0
188;0;MA;Maranhão;Matões do Norte;15758;0;0
188;0;MA;Maranhão;Olinda Nova do Maranhão;14110;0;0
188;0;MA;Maranhão;Passagem Franca;18387;0;0
188;0;MA;Maranhão;Rosário;41349;0;0
188;0;MA;Maranhão;São Domingos do Maranhão;33716;0;0
188;0;MA;Maranhão;São Francisco do Maranhão;11961;0;0
188;0;MA;Maranhão;São João do Carú;15558;0;0
188;0;MA;Maranhão;São Luís;1064197;0;0
188;0;MA;Maranhão;Serrano do Maranhão;10758;0;0
188;0;MG;Minas Gerais;Albertina;3025;0;0
188;0;GO;Goiás;Crixás;16592;0;0
188;0;GO;Goiás;Damianópolis;3383;0;0
188;0;GO;Goiás;Barro Alto;9820;0;0
188;0;GO;Goiás;Britânia;5748;0;0
188;0;GO;Goiás;Caiapônia;17962;0;0
188;0;MG;Minas Gerais;Arinos;18210;0;0
188;0;MG;Minas Gerais;Bambuí;23759;0;0
188;0;MG;Minas Gerais;Bandeira;5039;0;0
188;0;GO;Goiás;Guarinos;2177;0;0
188;0;GO;Goiás;Heitoraí;3718;0;0
188;0;GO;Goiás;Itarumã;6777;0;0
188;0;GO;Goiás;Jussara;19402;0;0
1;10;RO;Rondônia;Cacaulândia;6318;3600;10
1;10;AC;Acre;Rio Branco;363928;3600;10
1;10;PB;Paraíba;João Pessoa;780738;3600;10
1;10;PB;Paraíba;Marcação;8241;3600;10
1;10;PB;Paraíba;Uiraúna;15147;3600;10
1;10;PE;Pernambuco;Recife;1608488;3600;10
1;10;PE;Pernambuco;São Vicente Ferrer;17688;3600;10
1;10;PE;Pernambuco;Serra Talhada;83712;3600;10
1;10;RJ;Rio de Janeiro;Niterói;495470;3600;10
1;10;RJ;Rio de Janeiro;Resende;124316;3600;10
1;10;SP;São Paulo;Altinópolis;16159;3600;10
1;10;SP;São Paulo;Franca;339461;3600;10
1;10;SP;São Paulo;Limeira;294128;3600;10
1;10;SP;São Paulo;São Paulo;11895893;3600;10
1;10;SP;São Paulo;Tietê;39765;3600;10
1;10;PR;Paraná;Curitiba;1864416;3600;10
1;10;SC;Santa Catarina;Águas Frias;2419;3600;10
1;10;SC;Santa Catarina;Apiúna;10211;3600;10
1;10;SC;Santa Catarina;Correia Pinto;14063;3600;10
1;10;SC;Santa Catarina;Frei Rogério;2301;3600;10
1;10;SC;Santa Catarina;Imbuia;5993;3600;10
1;10;SC;Santa Catarina;Papanduva;18681;3600;10
1;10;SC;Santa Catarina;Presidente Getúlio;16210;3600;10
1;10;SC;Santa Catarina;Salto Veloso;4536;3600;10
1;10;SC;Santa Catarina;São Miguel da Boa Vista;1885;3600;10
1;10;SC;Santa Catarina;Tunápolis;4644;3600;10
1;10;SC;Santa Catarina;Vargeão;3590;3600;10
1;10;SC;Santa Catarina;Videira;50349;3600;10
1;10;SC;Santa Catarina;Vitor Meireles;5156;3600;10
1;10;MS;Mato Grosso do Sul;Inocência;7687;3600;10
1;10;DF;Distrito Federal;Brasília;2852372;3600;10
32;9.72;RS;Rio Grande do Sul;Não-Me-Toque;16894;3500;9.72
32;9.72;SC;Santa Catarina;Rio dos Cedros;11019;3500;9.72
32;9.72;RS;Rio Grande do Sul;Canoas;339979;3500;9.72
32;9.72;PB;Paraíba;Mari;21703;3500;9.72
36;9.58;PB;Paraíba;Nazarezinho;7330;3450;9.58
36;9.58;MA;Maranhão;São Luís;1064197;3450;9.58
36;9.58;SC;Santa Catarina;Saltinho;3923;3450;9.58
36;9.58;SC;Santa Catarina;Urussanga;20915;3450;9.58
36;9.58;SC;Santa Catarina;Iraceminha;4175;3450;9.58
36;9.58;SC;Santa Catarina;Ilhota;13309;3450;9.58
36;9.58;SC;Santa Catarina;Botuverá;4864;3450;9.58
36;9.58;RS;Rio Grande do Sul;São Paulo das Missões;6385;3450;9.58
44;9.44;SC;Santa Catarina;Luzerna;5700;3400;9.44
44;9.44;SC;Santa Catarina;Mirim Doce;2450;3400;9.44
44;9.44;PB;Paraíba;Nova Palmeira;4717;3400;9.44
44;9.44;PB;Paraíba;Pilar;11705;3400;9.44
44;9.44;RJ;Rio de Janeiro;Volta Redonda;262259;3400;9.44
44;9.44;BA;Bahia;Itabuna;218925;3400;9.44
44;9.44;MG;Minas Gerais;Contagem;643476;3400;9.44
51;9.31;PR;Paraná;Rio Negro;33157;3350;9.31
51;9.31;RS;Rio Grande do Sul;Capão do Cipó;3354;3350;9.31
51;9.31;RS;Rio Grande do Sul;Boa Vista das Missões;2171;3350;9.31
51;9.31;RS;Rio Grande do Sul;Ibiaçá;4848;3350;9.31
51;9.31;RS;Rio Grande do Sul;São Pedro do Sul;16802;3350;9.31
56;9.17;MT;Mato Grosso;Cuiabá;575480;3300;9.17
56;9.17;MG;Minas Gerais;Monte Santo de Minas;21897;3300;9.17
56;9.17;PB;Paraíba;Mataraca;8088;3300;9.17
56;9.17;PB;Paraíba;Algodão de Jandaíra;2461;3300;9.17
60;9.03;PB;Paraíba;Barra de Santa Rosa;14999;3250;9.03
60;9.03;PB;Paraíba;Pedra Branca;3791;3250;9.03
60;9.03;PB;Paraíba;Taperoá;15284;3250;9.03
60;9.03;MT;Mato Grosso;Água Boa;23057;3250;9.03
60;9.03;SC;Santa Catarina;Ponte Alta do Norte;3389;3250;9.03
60;9.03;SC;Santa Catarina;Maravilha;23975;3250;9.03
66;8.89;PB;Paraíba;Monte Horebe;4724;3200;8.89
66;8.89;PB;Paraíba;Riacho dos Cavalos;8538;3200;8.89
66;8.89;PB;Paraíba;Cajazeiras;61030;3200;8.89
66;8.89;SP;São Paulo;Barueri;259555;3200;8.89
70;8.75;ES;Espírito Santo;Vitória;352104;3150;8.75
70;8.75;SP;São Paulo;Pontal;45119;3150;8.75
70;8.75;MG;Minas Gerais;Belo Horizonte;2491109;3150;8.75
70;8.75;PB;Paraíba;São Bentinho;4404;3150;8.75
70;8.75;PB;Paraíba;Jacaraú;14283;3150;8.75
70;8.75;PB;Paraíba;Riachão;3490;3150;8.75
70;8.75;PB;Paraíba;Serraria;6185;3150;8.75
70;8.75;PE;Pernambuco;Fernando de Noronha;2884;3150;8.75
70;8.75;SC;Santa Catarina;Florianópolis;461524;3150;8.75
70;8.75;SC;Santa Catarina;Bocaina do Sul;3408;3150;8.75
70;8.75;RS;Rio Grande do Sul;Campestre da Serra;3384;3150;8.75
81;8.61;PE;Pernambuco;Olinda;388821;3100;8.61
81;8.61;PR;Paraná;Londrina;543003;3100;8.61
81;8.61;ES;Espírito Santo;Serra;476428;3100;8.61
81;8.61;ES;Espírito Santo;Cariacica;378915;3100;8.61
81;8.61;RJ;Rio de Janeiro;Rio de Janeiro;6453682;3100;8.61
86;8.47;ES;Espírito Santo;Vila Velha;465690;3050;8.47
86;8.47;SC;Santa Catarina;Pouso Redondo;16154;3050;8.47
86;8.47;SC;Santa Catarina;José Boiteux;4850;3050;8.47
89;8.33;GO;Goiás;Goiânia;1412364;3000;8.33
89;8.33;BA;Bahia;Elísio Medrado;8420;3000;8.33
91;8.19;MG;Minas Gerais;Arceburgo;10262;2950;8.19
91;8.19;RJ;Rio de Janeiro;Nova Iguaçu;806177;2950;8.19
91;8.19;PB;Paraíba;São José do Sabugi;4114;2950;8.19
91;8.19;PB;Paraíba;Santa Luzia;15213;2950;8.19
91;8.19;PB;Paraíba;Logradouro;4206;2950;8.19
91;8.19;CE;Ceará;Fortaleza;2571896;2950;8.19
91;8.19;TO;Tocantins;Palmas;265409;2950;8.19
91;8.19;SC;Santa Catarina;Caçador;75048;2950;8.19
91;8.19;MT;Mato Grosso;Alto Taquari;9376;2950;8.19
91;8.19;MS;Mato Grosso do Sul;Ladário;21488;2950;8.19
91;8.19;MT;Mato Grosso;Nova Canaã do Norte;12330;2950;8.19
102;8.06;ES;Espírito Santo;Boa Esperança;15244;2900;8.06
103;7.92;SP;São Paulo;Orindiúva;6370;2850;7.92
103;7.92;MG;Minas Gerais;Itaú de Minas;15798;2850;7.92
103;7.92;MT;Mato Grosso;Canarana;19948;2850;7.92
103;7.92;MT;Mato Grosso;Araguainha;1000;2850;7.92
103;7.92;MS;Mato Grosso do Sul;Nova Andradina;50010;2850;7.92
103;7.92;RS;Rio Grande do Sul;São Sepé;24448;2850;7.92
103;7.92;RS;Rio Grande do Sul;Cacique Doble;5068;2850;7.92
110;7.78;RS;Rio Grande do Sul;Cachoeirinha;125246;2800;7.78
110;7.78;SC;Santa Catarina;Laurentino;6500;2800;7.78
110;7.78;SC;Santa Catarina;Meleiro;7076;2800;7.78
110;7.78;MG;Minas Gerais;Monte Belo;13440;2800;7.78
110;7.78;PB;Paraíba;Riacho de Santo Antônio;1890;2800;7.78
115;7.64;PE;Pernambuco;Sairé;10633;2750;7.64
116;7.5;SC;Santa Catarina;Ouro Verde;2272;2700;7.5
116;7.5;RS;Rio Grande do Sul;Caseiros;3152;2700;7.5
116;7.5;SC;Santa Catarina;Três Barras;18843;2700;7.5
116;7.5;RS;Rio Grande do Sul;Restinga Seca;16345;2700;7.5
120;7.36;SC;Santa Catarina;São João do Itaperiú;3606;2650;7.36
120;7.36;RN;Rio Grande do Norte;Natal;862044;2650;7.36
122;7.22;BA;Bahia;Vitória da Conquista;340199;2600;7.22
123;7.08;MG;Minas Gerais;Campanha;16325;2550;7.08
123;7.08;PB;Paraíba;Emas;3463;2550;7.08
123;7.08;SC;Santa Catarina;Imaruí;11117;2550;7.08
123;7.08;SC;Santa Catarina;Bombinhas;16897;2550;7.08
123;7.08;MT;Mato Grosso;Paranaíta;10823;2550;7.08
123;7.08;MT;Mato Grosso;Sinop;126817;2550;7.08
129;6.94;RS;Rio Grande do Sul;Serafina Corrêa;15614;2500;6.94
129;6.94;MT;Mato Grosso;Indiavaí;2518;2500;6.94
129;6.94;MT;Mato Grosso;Pontes e Lacerda;42924;2500;6.94
129;6.94;PB;Paraíba;Cabaceiras;5386;2500;6.94
129;6.94;PB;Paraíba;Assunção;3782;2500;6.94
129;6.94;SP;São Paulo;Lorena;86764;2500;6.94
129;6.94;RJ;Rio de Janeiro;Macaé;229624;2500;6.94
136;6.81;SP;São Paulo;Bariri;33761;2450;6.81
136;6.81;SP;São Paulo;Barra do Turvo;7853;2450;6.81
136;6.81;RO;Rondônia;Monte Negro;15710;2450;6.81
136;6.81;MS;Mato Grosso do Sul;Campo Grande;843120;2450;6.81
136;6.81;RS;Rio Grande do Sul;Muitos Capões;3127;2450;6.81
136;6.81;RS;Rio Grande do Sul;Picada Café;5498;2450;6.81
142;6.67;MS;Mato Grosso do Sul;Aparecida do Taboado;24078;2400;6.67
142;6.67;PB;Paraíba;Boa Ventura;5540;2400;6.67
142;6.67;PB;Paraíba;Poço Dantas;3783;2400;6.67
142;6.67;RJ;Rio de Janeiro;Bom Jardim;26126;2400;6.67
146;6.53;RS;Rio Grande do Sul;Camargo;2710;2350;6.53
146;6.53;GO;Goiás;Crixás;16592;2350;6.53
148;6.39;RS;Rio Grande do Sul;Travesseiro;2388;2300;6.39
148;6.39;MS;Mato Grosso do Sul;Corguinho;5403;2300;6.39
148;6.39;MT;Mato Grosso;Nova Mutum;38206;2300;6.39
148;6.39;SP;São Paulo;Pederneiras;44498;2300;6.39
148;6.39;PB;Paraíba;Solânea;26925;2300;6.39
148;6.39;PB;Paraíba;Frei Martinho;2984;2300;6.39
154;6.25;PE;Pernambuco;Caetés;27959;2250;6.25
154;6.25;SC;Santa Catarina;Antônio Carlos;8012;2250;6.25
154;6.25;SC;Santa Catarina;Içara;52284;2250;6.25
154;6.25;SC;Santa Catarina;Garopaba;20545;2250;6.25
158;6.11;SC;Santa Catarina;Jaguaruna;18704;2200;6.11
158;6.11;SC;Santa Catarina;Bom Retiro;9498;2200;6.11
158;6.11;PR;Paraná;Tijucas do Sul;15776;2200;6.11
158;6.11;SC;Santa Catarina;Vidal Ramos;6372;2200;6.11
158;6.11;MS;Mato Grosso do Sul;Terenos;19434;2200;6.11
158;6.11;GO;Goiás;Orizona;15140;2200;6.11
158;6.11;PB;Paraíba;Caturité;4747;2200;6.11
158;6.11;AM;Amazonas;Benjamin Constant;38533;2200;6.11
158;6.11;AM;Amazonas;Nova Olinda do Norte;34498;2200;6.11
158;6.11;AP;Amapá;Macapá;446757;2200;6.11
158;6.11;PR;Paraná;Nova Santa Bárbara;4135;2200;6.11
158;6.11;RJ;Rio de Janeiro;Valença;73445;2200;6.11
158;6.11;MG;Minas Gerais;Gonçalves;4381;2200;6.11
158;6.11;MG;Minas Gerais;Morada Nova de Minas;8712;2200;6.11
172;5.97;SP;São Paulo;Iacri;6505;2150;5.97
172;5.97;PB;Paraíba;Araruna;19855;2150;5.97
172;5.97;RS;Rio Grande do Sul;Eldorado do Sul;37366;2150;5.97
175;5.83;SC;Santa Catarina;Tijucas;34628;2100;5.83
175;5.83;SC;Santa Catarina;Presidente Castello Branco;1670;2100;5.83
175;5.83;SC;Santa Catarina;Araquari;31030;2100;5.83
175;5.83;SC;Santa Catarina;Entre Rios;3135;2100;5.83
175;5.83;SC;Santa Catarina;Canelinha;11452;2100;5.83
175;5.83;SC;Santa Catarina;Lauro Muller;14919;2100;5.83
175;5.83;RS;Rio Grande do Sul;Porto Alegre;1472482;2100;5.83
175;5.83;PB;Paraíba;Dona Inês;10495;2100;5.83
175;5.83;PB;Paraíba;Tavares;14518;2100;5.83
175;5.83;RO;Rondônia;Colorado do Oeste;19001;2100;5.83
175;5.83;BA;Bahia;Salvador;2902927;2100;5.83
175;5.83;BA;Bahia;São José da Vitória;6158;2100;5.83
187;5.69;BA;Bahia;Alagoinhas;153560;2050;5.69
187;5.69;AM;Amazonas;Alvarães;15357;2050;5.69
187;5.69;RS;Rio Grande do Sul;Paim Filho;4248;2050;5.69
187;5.69;MT;Mato Grosso;Itiquira;12293;2050;5.69
191;5.56;RS;Rio Grande do Sul;Imigrante;3141;2000;5.56
191;5.56;SC;Santa Catarina;Balneário Barra do Sul;9580;2000;5.56
191;5.56;RS;Rio Grande do Sul;Forquetinha;2532;2000;5.56
191;5.56;PB;Paraíba;Itatuba;10666;2000;5.56
191;5.56;BA;Bahia;Saubara;12161;2000;5.56
191;5.56;MG;Minas Gerais;Bom Despacho;48802;2000;5.56
191;5.56;SP;São Paulo;Águas da Prata;7984;2000;5.56
191;5.56;SP;São Paulo;Atibaia;135895;2000;5.56
199;5.42;ES;Espírito Santo;Brejetuba;12712;1950;5.42
199;5.42;SP;São Paulo;Ipiguá;4941;1950;5.42
199;5.42;PB;Paraíba;Mamanguape;44030;1950;5.42
199;5.42;RS;Rio Grande do Sul;Ibirubá;20181;1950;5.42
199;5.42;SC;Santa Catarina;Porto Belo;18630;1950;5.42
199;5.42;SC;Santa Catarina;Campo Erê;9098;1950;5.42
199;5.42;SC;Santa Catarina;Ascurra;7732;1950;5.42
199;5.42;SC;Santa Catarina;Monte Carlo;9650;1950;5.42
199;5.42;SC;Santa Catarina;Ibicaré;3336;1950;5.42
199;5.42;RS;Rio Grande do Sul;Morro Redondo;6509;1950;5.42
199;5.42;RS;Rio Grande do Sul;Rondinha;5569;1950;5.42
199;5.42;RS;Rio Grande do Sul;Roque Gonzales;7313;1950;5.42
199;5.42;MS;Mato Grosso do Sul;Costa Rica;19175;1950;5.42
199;5.42;MT;Mato Grosso;Nova Bandeirantes;13343;1950;5.42
213;5.28;RS;Rio Grande do Sul;Pejuçara;4062;1900;5.28
213;5.28;RS;Rio Grande do Sul;Santa Maria;274838;1900;5.28
213;5.28;RS;Rio Grande do Sul;Tio Hugo;2893;1900;5.28
213;5.28;RS;Rio Grande do Sul;Farroupilha;68030;1900;5.28
213;5.28;PB;Paraíba;Mãe d'Água;4035;1900;5.28
213;5.28;PB;Paraíba;Sobrado;7669;1900;5.28
213;5.28;PB;Paraíba;São José de Espinharas;4711;1900;5.28
213;5.28;PB;Paraíba;Queimadas;42884;1900;5.28
213;5.28;AM;Amazonas;Rio Preto da Eva;29771;1900;5.28
213;5.28;AM;Amazonas;Fonte Boa;21295;1900;5.28
213;5.28;RJ;Rio de Janeiro;Barra do Piraí;96568;1900;5.28
213;5.28;SP;São Paulo;Araraquara;224304;1900;5.28
213;5.28;MG;Minas Gerais;Capim Branco;9461;1900;5.28
226;5.14;RN;Rio Grande do Norte;Parelhas;21387;1850;5.14
226;5.14;RS;Rio Grande do Sul;Entre Rios do Sul;3088;1850;5.14
226;5.14;RS;Rio Grande do Sul;Caraá;7804;1850;5.14
226;5.14;RS;Rio Grande do Sul;Carlos Barbosa;27279;1850;5.14
230;5;PB;Paraíba;Manaíra;11037;1800;5
230;5;PB;Paraíba;Barra de Santana;8300;1800;5
230;5;PB;Paraíba;Bom Jesus;2514;1800;5
230;5;SP;São Paulo;Guariba;38128;1800;5
234;4.86;SP;São Paulo;São Pedro do Turvo;7538;1750;4.86
234;4.86;PB;Paraíba;São Mamede;7774;1750;4.86
234;4.86;PE;Pernambuco;Camocim de São Félix;18138;1750;4.86
234;4.86;PE;Pernambuco;Chã Grande;21142;1750;4.86
234;4.86;TO;Tocantins;Crixás do Tocantins;1666;1750;4.86
234;4.86;SC;Santa Catarina;Água Doce;7121;1750;4.86
234;4.86;RS;Rio Grande do Sul;Taquaruçu do Sul;3084;1750;4.86
234;4.86;RS;Rio Grande do Sul;São Pedro da Serra;3554;1750;4.86
234;4.86;RS;Rio Grande do Sul;Paraí;7257;1750;4.86
234;4.86;RS;Rio Grande do Sul;Muçum;4980;1750;4.86
234;4.86;MS;Mato Grosso do Sul;Sidrolândia;49712;1750;4.86
234;4.86;MT;Mato Grosso;Nova Olímpia;18704;1750;4.86
234;4.86;MT;Mato Grosso;Sorriso;77735;1750;4.86
247;4.72;PA;Pará;Belém;1432844;1700;4.72
247;4.72;SP;São Paulo;Santa Gertrudes;24272;1700;4.72
247;4.72;SP;São Paulo;Iracemápolis;22191;1700;4.72
247;4.72;SP;São Paulo;Holambra;13046;1700;4.72
247;4.72;SP;São Paulo;Guaratinguetá;118378;1700;4.72
247;4.72;ES;Espírito Santo;Jerônimo Monteiro;11792;1700;4.72
247;4.72;BA;Bahia;Serrolândia;13308;1700;4.72
247;4.72;MG;Minas Gerais;São Gonçalo do Rio Abaixo;10488;1700;4.72
247;4.72;MG;Minas Gerais;Periquito;7126;1700;4.72
256;4.58;BA;Bahia;Feira de Santana;612000;1650;4.58
256;4.58;SE;Sergipe;Nossa Senhora das Dores;26042;1650;4.58
256;4.58;PA;Pará;Ananindeua;499776;1650;4.58
256;4.58;PB;Paraíba;Tacima;10745;1650;4.58
256;4.58;MS;Mato Grosso do Sul;Pedro Gomes;7850;1650;4.58
256;4.58;RS;Rio Grande do Sul;Nicolau Vergueiro;1760;1650;4.58
256;4.58;RS;Rio Grande do Sul;Nonoai;12321;1650;4.58
256;4.58;RS;Rio Grande do Sul;Redentora;10938;1650;4.58
256;4.58;RS;Rio Grande do Sul;Três Palmeiras;4478;1650;4.58
265;4.44;MT;Mato Grosso;Chapada dos Guimarães;18548;1600;4.44
265;4.44;SC;Santa Catarina;Alfredo Wagner;9794;1600;4.44
265;4.44;RS;Rio Grande do Sul;Esteio;83846;1600;4.44
265;4.44;SC;Santa Catarina;Santo Amaro da Imperatriz;21572;1600;4.44
265;4.44;PB;Paraíba;Santa Cecília;6596;1600;4.44
265;4.44;RR;Roraima;Boa Vista;314900;1600;4.44
265;4.44;BA;Bahia;Nova Ibiá;7063;1600;4.44
265;4.44;MG;Minas Gerais;Galiléia;7076;1600;4.44
265;4.44;MG;Minas Gerais;Caeté;43395;1600;4.44
265;4.44;SP;São Paulo;Paranapanema;19164;1600;4.44
275;4.31;SP;São Paulo;Ribeirão Bonito;12831;1550;4.31
275;4.31;SP;São Paulo;Cunha;22167;1550;4.31
275;4.31;PB;Paraíba;São João do Cariri;4337;1550;4.31
275;4.31;PB;Paraíba;Sertãozinho;4811;1550;4.31
275;4.31;PE;Pernambuco;Sanharó;24556;1550;4.31
275;4.31;PB;Paraíba;Alagoa Grande;28689;1550;4.31
275;4.31;CE;Ceará;Carnaubal;17374;1550;4.31
275;4.31;CE;Ceará;Crateús;74188;1550;4.31
275;4.31;MS;Mato Grosso do Sul;Camapuã;13751;1550;4.31
275;4.31;MS;Mato Grosso do Sul;Guia Lopes da Laguna;10211;1550;4.31
275;4.31;RS;Rio Grande do Sul;Vila Lângaro;2197;1550;4.31
275;4.31;RS;Rio Grande do Sul;Nova Roma do Sul;3543;1550;4.31
287;4.17;MS;Mato Grosso do Sul;Iguatemi;15534;1500;4.17
287;4.17;SC;Santa Catarina;Blumenau;334002;1500;4.17
287;4.17;PE;Pernambuco;Bom Jardim;38871;1500;4.17
287;4.17;PE;Pernambuco;Paranatama;11449;1500;4.17
287;4.17;AM;Amazonas;Parintins;110411;1500;4.17
287;4.17;SP;São Paulo;Cerqueira César;18909;1500;4.17
293;4.03;RO;Rondônia;Ji-Paraná;129242;1450;4.03
293;4.03;PE;Pernambuco;Santa Maria da Boa Vista;41103;1450;4.03
293;4.03;CE;Ceará;Paraipaba;31705;1450;4.03
293;4.03;RS;Rio Grande do Sul;Guaporé;24331;1450;4.03
293;4.03;RS;Rio Grande do Sul;Nova Petrópolis;20275;1450;4.03
293;4.03;MT;Mato Grosso;Santo Antônio do Leste;4435;1450;4.03
293;4.03;MT;Mato Grosso;Tapurah;11950;1450;4.03
293;4.03;GO;Goiás;Santa Helena de Goiás;38188;1450;4.03
301;3.89;GO;Goiás;Carmo do Rio Verde;9571;1400;3.89
301;3.89;RS;Rio Grande do Sul;Cândido Godói;6631;1400;3.89
301;3.89;SC;Santa Catarina;São José;228561;1400;3.89
301;3.89;SC;Santa Catarina;Orleans;22311;1400;3.89
301;3.89;SC;Santa Catarina;Paraíso;3838;1400;3.89
301;3.89;PB;Paraíba;Alhandra;19057;1400;3.89
301;3.89;PB;Paraíba;Tenório;2981;1400;3.89
301;3.89;AM;Amazonas;Manaus;2020301;1400;3.89
301;3.89;AM;Amazonas;Guajará;15561;1400;3.89
301;3.89;SP;São Paulo;Itaporanga;15090;1400;3.89
301;3.89;PR;Paraná;Rebouças;14812;1400;3.89
301;3.89;MG;Minas Gerais;Campo Florido;7562;1400;3.89
301;3.89;AL;Alagoas;Maceió;1005319;1400;3.89
314;3.75;RJ;Rio de Janeiro;Sumidouro;15099;1350;3.75
314;3.75;PB;Paraíba;São José do Brejo do Cruz;1767;1350;3.75
314;3.75;PI;Piauí;Teresina;840600;1350;3.75
314;3.75;MT;Mato Grosso;Conquista D'Oeste;3673;1350;3.75
318;3.61;SC;Santa Catarina;Criciúma;204667;1300;3.61
318;3.61;MT;Mato Grosso;Vale de São Domingos;3045;1300;3.61
318;3.61;MT;Mato Grosso;Rosário Oeste;17275;1300;3.61
318;3.61;GO;Goiás;Flores de Goiás;13988;1300;3.61
318;3.61;PB;Paraíba;Santa Inês;3593;1300;3.61
318;3.61;PB;Paraíba;São Bento;33065;1300;3.61
318;3.61;TO;Tocantins;Itaporã do Tocantins;2482;1300;3.61
318;3.61;PR;Paraná;Francisco Beltrão;85486;1300;3.61
318;3.61;PR;Paraná;Imbituva;30713;1300;3.61
318;3.61;BA;Bahia;São Desidério;32078;1300;3.61
328;3.47;PB;Paraíba;Serra da Raiz;3172;1250;3.47
328;3.47;PE;Pernambuco;Sertânia;35207;1250;3.47
328;3.47;MT;Mato Grosso;Paranatinga;20703;1250;3.47
328;3.47;MT;Mato Grosso;Castanheira;8379;1250;3.47
328;3.47;MT;Mato Grosso;Campinápolis;14971;1250;3.47
328;3.47;MT;Mato Grosso;Porto dos Gaúchos;5361;1250;3.47
328;3.47;RS;Rio Grande do Sul;Westfalia;2940;1250;3.47
328;3.47;RS;Rio Grande do Sul;Sobradinho;14904;1250;3.47
336;3.33;RS;Rio Grande do Sul;Santo Expedito do Sul;2494;1200;3.33
336;3.33;SC;Santa Catarina;Paial;1668;1200;3.33
336;3.33;SC;Santa Catarina;Monte Castelo;8476;1200;3.33
336;3.33;SC;Santa Catarina;Bom Jardim da Serra;4598;1200;3.33
336;3.33;SC;Santa Catarina;Campo Belo do Sul;7358;1200;3.33
336;3.33;SC;Santa Catarina;São Pedro de Alcântara;5256;1200;3.33
336;3.33;GO;Goiás;Rio Quente;3828;1200;3.33
336;3.33;PE;Pernambuco;Calçado;11179;1200;3.33
336;3.33;PB;Paraíba;Soledade;14569;1200;3.33
336;3.33;PE;Pernambuco;Santa Filomena;14076;1200;3.33
336;3.33;SE;Sergipe;Propriá;29562;1200;3.33
336;3.33;SP;São Paulo;Pontes Gestal;2593;1200;3.33
336;3.33;ES;Espírito Santo;Laranja da Terra;11428;1200;3.33
336;3.33;ES;Espírito Santo;Afonso Cláudio;32502;1200;3.33
336;3.33;ES;Espírito Santo;Vargem Alta;20944;1200;3.33
351;3.19;SP;São Paulo;Francisco Morato;166505;1150;3.19
351;3.19;PE;Pernambuco;Dormentes;18126;1150;3.19
351;3.19;RN;Rio Grande do Norte;Olho-d'Água do Borges;4380;1150;3.19
351;3.19;MT;Mato Grosso;Nova Marilândia;3080;1150;3.19
351;3.19;RS;Rio Grande do Sul;Nova Prata;24785;1150;3.19
351;3.19;RS;Rio Grande do Sul;Gravataí;270689;1150;3.19
357;3.06;RS;Rio Grande do Sul;Pirapó;2707;1100;3.06
357;3.06;MS;Mato Grosso do Sul;Água Clara;14210;1100;3.06
357;3.06;SC;Santa Catarina;Joinville;554601;1100;3.06
357;3.06;PE;Pernambuco;Jucati;11133;1100;3.06
357;3.06;PE;Pernambuco;Condado;25632;1100;3.06
357;3.06;PB;Paraíba;Belém do Brejo do Cruz;7306;1100;3.06
357;3.06;SP;São Paulo;Mirandópolis;28902;1100;3.06
357;3.06;PR;Paraná;Quitandinha;18257;1100;3.06
357;3.06;PR;Paraná;Guaíra;32394;1100;3.06
357;3.06;BA;Bahia;Santa Bárbara;20635;1100;3.06
357;3.06;BA;Bahia;Wenceslau Guimarães;22621;1100;3.06
368;2.92;CE;Ceará;Pindoretama;19975;1050;2.92
368;2.92;AM;Amazonas;Codajás;26242;1050;2.92
368;2.92;GO;Goiás;Hidrolândia;19392;1050;2.92
371;2.78;GO;Goiás;Lagoa Santa;1406;1000;2.78
371;2.78;MT;Mato Grosso;Nova Guarita;4660;1000;2.78
371;2.78;GO;Goiás;Anápolis;361991;1000;2.78
371;2.78;SC;Santa Catarina;Gravatal;11148;1000;2.78
371;2.78;SC;Santa Catarina;Massaranduba;15806;1000;2.78
371;2.78;SC;Santa Catarina;Lindóia do Sul;4659;1000;2.78
371;2.78;RS;Rio Grande do Sul;Harmonia;4557;1000;2.78
371;2.78;RS;Rio Grande do Sul;São Jorge;2848;1000;2.78
371;2.78;RS;Rio Grande do Sul;Paulo Bento;2291;1000;2.78
371;2.78;RS;Rio Grande do Sul;Nova Santa Rita;25293;1000;2.78
371;2.78;RS;Rio Grande do Sul;Liberato Salzano;5789;1000;2.78
